SW_num_not_normal_fixed,SW_number_normal_fixed,Fraction_not_normal_fixed,SW_num_not_normal_random,SW_number_normal_random,Fraction_not_normal_random,fixed_greater_count,fixed_Median,fixed_10th,fixed_90th,random_greater_count,random_Median,random_10th,random_90th
0.0,3.0,0.0,0.0,3.0,0.0,0.0,,,,0.0,,,
