timestamp,nodeid,nodeuuid,arch,ver_hash,gcc_ver,total_mem,mem_clock_speed,nthreads,nsockets,cpu_model,kernel_release,os_release
1634224519,hp038,f52e8d80-0b4b-11e8-bb5e-810a69dd7768,x86_64,6a9b52f640e44b9da6d87129301dd3682c23561e,9.3.0,64GB,MHz,20,1,Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,5.4.0-88-generic,Ubuntu 20.04 LTS (Focal Fossa)
